DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20160121,6473.086497614664,-15.271300398476017,-8.725788199385454,0.2265340163658006,5.004933864423982,1.2954779665198508,
20160122,4580.331885558852,-9.984788636010613,-5.289257570773003,0.28002385187311357,4.755171201203945,1.670630325602658,
20160123,5226.198067514726,-17.06315152597092,-11.09539420638211,0.19564068822821695,5.138198868909122,1.2752814223928763,
20160124,5100.198024651303,-14.5722301878126,-9.169700024439013,0.21072547039963468,5.220881090929737,2.320859172250143,
20160125,5847.64762105387,-19.459539661433695,-13.40480007453937,0.16097962902764448,4.22318073456262,1.6375940154106996,
20160126,7523.058460603811,-23.0371852947743,-9.34242703365352,0.13799294137725165,2.752607720605119,1.0840116670733644,
20160127,7574.538149360971,-17.381851068592486,-10.979461091226172,0.2019082990966878,3.896421074251651,1.2347619333784512,
20160128,7760.086272485943,-19.414326868868976,-11.272520259293318,0.16035944744392297,3.7480308607099087,1.1691494136234242,
20160129,6439.289239081326,-19.93924036932525,-9.13361831229001,0.20420547003634976,4.077758048897578,1.2267929898547225,
20160130,7225.2276368559205,-14.332563411284951,-11.35971467510423,0.21327107806295034,4.5539877337074,1.3423342775572875,
20160131,8748.079331650497,-23.24219627314156,-11.090129792654913,0.17000460218098404,3.651682057451652,1.203361399953159,
20160201,7441.702803289792,-18.290626549454444,-15.528213590238595,0.14496072820148662,3.913210878248304,1.2222351169466668,
20160202,7436.601580589236,-22.694114440396937,-14.98558790280146,0.17183516603672463,3.907215657660578,1.2564004197800356,
20160203,8528.532662115533,-17.19472703404747,-9.060931323409008,0.18323762363704774,2.0563507793335156,1.3176329948301977,
20160204,7824.608862375694,-19.53398450400916,-11.944462218089784,0.20996558609775115,3.290328252362003,1.1784101678341392,
20160205,7087.359353856264,-17.289478756145215,-12.448278837044029,0.18823968997025092,4.978828930591714,1.1877190101547548,
20160206,9587.402230268566,-16.523942551974876,-8.09959971535515,0.21939885303476003,4.025070285831221,1.179399792250769,
20160207,9197.137833764269,-21.209864578285536,-11.404600438433338,0.1579808715348009,3.7334144668159888,1.1729158902738295,
20160208,9194.870672144807,-22.100104402107483,-12.620007331582967,0.1804432350280439,3.538622416504984,1.1728936315909109,
20160209,9519.196076936852,-19.826502813030505,-10.467593688772569,0.18635371516839985,3.648993832208445,1.1749955244648826,
20160210,9518.163997327178,-22.789738572763724,-10.59636653889634,0.21436175624412815,3.506540087285963,1.1920010277040474,
20160211,10252.352370261437,-17.661309037656547,-11.543724783155001,0.2112719626774742,3.1158842050428133,1.1948685645922101,
20160212,10395.380930754734,-24.782719297980456,-14.426341524365919,0.16805350320709414,2.3183741609688324,1.2044527332714865,
20160213,10240.842482429698,-17.160694101238764,-12.000950596114707,0.19914286458987923,4.636130363039751,1.3315469978044214,
20160214,10411.094533388661,-18.30157294811262,-8.034329095919427,0.22756660324209696,2.6403298742170507,1.1707238457882672,
20160215,8636.076845004207,-13.952907986291626,0.8397442106564206,0.3040475795535367,4.535367859361864,2.120040792358116,
20160216,8763.870709845853,-11.93235925022301,-4.295836988669192,0.34876901943401695,4.032568903660044,1.4813944861558823,
20160217,9736.359691967133,-13.481096317640315,-9.08097352083792,0.27300631302242356,3.1520705539827087,2.3878406150405675,
20160218,9827.345611857947,-15.08150902597268,-6.706954808422953,0.26993798584212825,2.787225056650008,1.2792546868602017,
20160219,11347.758705722246,-15.884161017025495,-8.060943087775657,0.22782246252606136,2.5382467964121957,1.1943606014108346,
20160220,10968.231977309382,-14.4885907659259,-7.218420214874715,0.2829132071818219,3.5786684211423156,1.1709551467222907,
20160221,10488.026571959203,-16.688781043564987,-7.938665044781114,0.25775957588436105,3.6936807592264045,1.1996350662592348,
20160222,9624.119391767768,-8.339522600900558,-0.14537416113958307,0.42866325348770384,2.4440308350416355,1.4655982160334038,
20160223,10259.622215563659,-9.10405060710961,-4.174482047064686,0.39816222813272417,3.7539233022902567,1.6741666552667749,
20160224,10810.699079416798,-11.83994049192469,-1.6575388648939622,0.3876297293655087,4.496635445868257,2.0726441142097625,
20160225,10103.925077231566,-2.928997019104159,0.6735013500660227,0.53740981214208,4.004629889494325,2.4858364058492084,
20160226,7513.496237964255,-8.016975646450797,-1.484038113768441,0.42883783360422895,2.159249902085035,1.7443277408343085,
20160227,9882.216222907595,-8.35917494578684,-0.03730262856318739,0.4625265952936938,2.4683024345700018,2.0155900873491897,
20160228,9330.418584897941,-5.366440060381418,-1.2359170415404879,0.49328739676558797,3.0240635935479325,1.3445484752573647,
20160229,9492.593935997354,-9.253617347914735,-1.8374287603674377,0.429885148444661,2.8961078105656215,1.5486175925984509,
20160301,11572.655637749463,-7.248169337541004,-1.9108969576373516,0.43506642204047324,4.407835975325728,1.3339196504717945,
20160302,12565.461932282547,-11.537885139889575,-3.6158289478180157,0.31852496808788444,3.461105754664729,1.1644646884975813,
20160303,11256.635030951133,-10.564606152045156,-0.887358465463377,0.39145885720476664,2.120328274013829,1.1834218994847299,
20160304,12496.675952829153,-13.130713162758854,-5.019491885297552,0.3355626469996529,3.182472638193871,1.1826421836443426,
20160305,11609.279293866675,-11.495051051145191,-0.03722029811396571,0.4409737859995846,3.7043534527853224,1.2588966752148638,
20160306,11954.453527422198,-7.040136550795559,-2.4152669568201643,0.4157674106002264,2.8966150925148284,1.4127716728991633,
20160307,12619.88276139215,-10.1498063144974,-3.536674461634794,0.39352444236271006,3.6700565995941052,1.4268361283605944,
20160308,12278.07480333056,-12.198748168559387,-2.786001474959519,0.34929617275297364,3.0663505309412726,1.177293369185689,
20160309,13736.511557051184,-14.572969812182258,-4.249824341400714,0.32697897373193285,2.5370312021722596,1.2112032373311723,
20160310,13273.69881511964,-12.04185439930584,-3.751166696128749,0.3580795983166529,3.3558278721493053,1.1911426676369468,
20160311,12674.339651642089,-10.01722440917054,-0.6632320825352538,0.4003026697340777,3.7819727259522895,1.205750151313743,
