DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN
20160101,-4501.9448727299,-17.362159353910624,-11.361469035257908,-0.08108601755989704,1.6718860357717842,-5.3185352225189275
20160102,-4865.150388375373,-17.74795685780553,-11.275545696582027,-0.025935330843605265,1.4539851845015614,-4.868841454546297
20160103,-4229.443783208415,-17.787348633580578,-11.617052921250018,-0.08035959575701665,1.4723078085330878,-4.64774639346748
20160104,-4567.510662018568,-18.023851070845225,-12.15191408554129,-0.06821960689986283,1.3890349796984098,-4.917774238018605
20160105,-4500.428466033837,-18.985981925391624,-12.406670463055084,-0.10573190146831246,1.2411030685185416,-4.965093015407798
20160106,-4167.680605563556,-18.853126667471134,-12.97280612091034,-0.09308253188636004,1.1461221615196455,-4.845573529493658
20160107,-3937.78403429826,-19.246977806534062,-11.954328753318025,-0.10191676738828205,1.2064956164937342,-4.918868251242671
20160108,-4339.441448764751,-20.047568773866605,-14.273102436193494,-0.11046214063533288,1.3034833230784468,-5.618130020878784
20160109,-4409.49028672541,-19.565416090143998,-12.975684566189123,-0.13968337587006996,1.183353577839819,-5.093473677456731
20160110,-3785.8715016909246,-20.306533262306672,-13.047966925168836,-0.14260587286706444,1.2567283830208018,-5.119516145651125
20160111,-4117.351677237596,-21.24287669251809,-13.798807725263865,-0.1175110009141225,1.3675267510362734,-4.294824570970448
20160112,-3912.4350964591404,-21.969339707532153,-13.880530078244904,-0.1574147601312575,1.2389316643669213,-5.247739102720538
20160113,-3556.503082790417,-22.001900415875895,-14.909960530794582,-0.1789687889687847,1.252654531484456,-5.344058815317718
20160114,-3863.8398818907635,-22.5979596367484,-16.28143407757539,-0.156807376975158,1.0199856620185046,-5.151259177530905
20160115,-3128.007061569865,-22.249923313922476,-15.379947335442415,-0.17371321120236916,1.3014113429958845,-4.948649086552333
20160116,-3346.8929651088893,-22.219214071333766,-16.35634864521138,-0.1512791490716325,1.3586705598772024,-5.0939583597219045
20160117,-3281.8432116409044,-23.531405658592703,-16.316375541776964,-0.19126328478948357,1.4950060627412511,-5.33032426157106
20160118,-3961.3508378124934,-24.114562939547934,-17.0221043285329,-0.21586122936423707,1.3044711125378785,-5.382316024337014
20160119,-3183.592791069287,-24.465890133705386,-16.14381693563124,-0.20440354655186357,1.5351331896091236,-5.013341382612227
20160120,-3233.835963566333,-24.977808576832892,-16.82628837319415,-0.21106977477451386,1.4331935135651186,-5.466663724465335
20160121,-2898.9385952354373,-24.832741695172395,-17.581156136226273,-0.22155207479728778,1.4822886486332816,-5.444205258258446
20160122,-2967.4411596001855,-25.627838922571346,-17.265334066889295,-0.2121533166447486,1.5276392890933101,-4.9304056053868575
20160123,-2579.5163726848577,-24.795517610055914,-16.588200266034786,-0.24601630183082326,1.5223250567239506,-5.204931389380696
20160124,-2629.8597931087684,-25.700746446372257,-16.900585140673336,-0.22245140489681545,1.8619600744705094,-5.058940924473571
20160125,-3015.257581072416,-25.843858039755293,-18.28878837650585,-0.19815609938553777,1.779070520198857,-4.7168501091778126
20160126,-2763.1849922965234,-26.8404744635193,-18.380809745211767,-0.23086271557519955,1.741983262287937,-4.999068588938266
20160127,-2646.7292367680607,-26.313167456980832,-18.331766171028523,-0.2515920842269014,1.75359739919101,-5.445844717790646
20160128,-2209.39100923299,-25.136762611672435,-18.0165181271131,-0.24253765459210555,1.7761475427969038,-5.000181181827677
20160129,-1809.3168012084811,-25.571359060079075,-17.310950044876897,-0.23065988908421298,1.7385905707391367,-5.461443448845695
20160130,-2033.1434789072673,-25.51849739958255,-17.142378378896662,-0.20863561883367196,1.780424993578754,-5.325725813546829
20160131,-2009.360095516031,-25.621551175355915,-16.899162930941404,-0.18563730951566557,2.0036053675726175,-5.495001780175193
20160201,-1923.5107769073647,-24.978429904187493,-16.868580833816377,-0.1999782629835654,2.0925180252771507,-5.598134429434281
20160202,-2070.494433480815,-25.52090379320385,-16.686550982263107,-0.17800526058663343,1.884334716856511,-5.258433654233294
20160203,-909.9939453335319,-24.921097502929946,-17.5017903808738,-0.24074246200678012,2.003760849208141,-5.343093955601081
20160204,-1189.0098325541603,-24.627766837246757,-17.040103307641008,-0.21365499294609963,1.9605550939436922,-5.293348915248118
20160205,-909.4138384484289,-24.86206728079142,-16.50918649198228,-0.1833135592373512,1.7883612838526044,-5.0575219577966335
20160206,-1000.8843849084091,-23.88225102457792,-15.958872721997805,-0.15886528602031555,2.095617525499189,-5.408050487210033
20160207,-687.480000312146,-23.78299389160015,-15.17403262266247,-0.1936103638271304,1.9628015335700104,-5.03673383707208
20160208,-835.1666266823958,-23.839514718597954,-15.70955989628696,-0.14332651908716876,1.9000770559353035,-5.357849651700875
20160209,-453.50325032525154,-22.83350962967274,-15.563606284241184,-0.14850822636025887,1.6699276171633906,-5.199976635182506
20160210,-53.68182356981411,-21.874905404864872,-14.342297561390183,-0.12987474738480906,1.748244963099593,-5.355178352118453
20160211,-84.24046532858927,-21.909382523550356,-14.895545939514165,-0.16341569384241802,1.9178732043155111,-5.4450266742811015
20160212,-156.68289974403964,-21.867315013404475,-14.217390365302425,-0.16313145239654683,1.737715866818439,-5.671911378953423
20160213,-68.68390702413238,-21.658169392436122,-14.128377772388145,-0.09841156821678304,1.7137876663292282,-5.245993880041103
20160214,745.4003414892898,-21.241195021451055,-13.327722787532176,-0.13987961692569997,1.6321754273141393,-4.943450773186128
20160215,247.54037213219928,-21.33620740561899,-13.41245229815343,-0.11428127980134688,1.5559984937861242,-5.556065530829757
20160216,241.05018357328862,-20.557247379295564,-13.349865917470797,-0.1483687887754394,1.694044002359792,-5.20368045338814
20160217,750.2442918563581,-20.855908120558272,-12.466721741036606,-0.15157110196047133,1.2852008758798326,-5.710226230353838
20160218,1527.953127621011,-20.30768065861641,-11.905834538717864,-0.11037581175147648,1.4609040453525353,-5.28420873356432
20160219,986.546544202459,-19.642594689591444,-11.841418637127598,-0.08786620750775247,1.4620705087593693,-5.465981154046558
20160220,1088.6475954961345,-19.609796557618587,-11.86097600602099,-0.11261365500756583,1.287202370875643,-5.1030944025500675
20160221,1135.012592295232,-18.762102049522895,-11.109198911914628,-0.05927711593081329,1.2780529737144268,-5.46171092428677
20160222,658.1759850512447,-19.037100184127056,-10.892384655869163,-0.108384079013711,1.166291767255398,-6.060887905372253
20160223,717.378530620241,-19.22212399996533,-10.804688104391515,-0.08411762424448535,1.2941230683808964,-5.7421150733779935
20160224,1166.9098591246666,-18.738489730205284,-11.078832306533828,-0.11156981405552538,0.9938615011277497,-5.953383813027373
20160225,1589.973773539601,-18.51310103784108,-10.700761415888056,-0.10929282297532572,0.7533383943132851,-5.3904907380585705
20160226,2063.3824276722657,-18.03989297587697,-10.396242447653442,-0.10237690302928502,0.9774949202747583,-5.807992908978688
20160227,2260.380241585046,-18.497075183765332,-10.95643954450896,-0.0779569487857888,1.103094934000706,-5.860374870048188
20160228,2256.6437831266103,-17.860418712666924,-10.625908920030822,-0.09451677183873629,1.1340048830814577,-5.730721918071159
20160229,2084.176680044614,-18.762067023039513,-10.48981659215281,-0.09112578032891602,1.0045067635335507,-6.063682965246925
20160301,3002.6558948007614,-18.427677903312464,-10.064057777684258,-0.09141817394640045,1.0386925638875013,-6.029868260910568
20160302,3744.103550179748,-18.161006782802698,-10.135465400738262,-0.07684782188380239,1.026757202493166,-6.452290015850114
20160303,3831.3266168294767,-17.801128627870252,-9.89737297690245,-0.08719020824331997,0.8906266139585906,-6.089335520416985
20160304,3795.2990496933653,-17.848113514107094,-9.756061868469907,-0.0270916766660656,1.0980778744912574,-6.615258548571101
20160305,4225.147749665422,-18.0855834241613,-9.20646496434902,-0.05111314906861733,1.0448261531279281,-6.303472598607414
20160306,4692.875466873792,-18.03382796965361,-8.880488167330936,-0.06595132354244948,1.0594858245263765,-6.034884234072485
20160307,4905.630106770429,-17.348017019757645,-9.67251713745273,-0.05797843706124034,1.1221498921917652,-5.992286513242505
20160308,4638.170707241593,-16.928631596833714,-8.038401718196507,-0.0630088105688076,1.2519886799143145,-6.183136060025593
20160309,5523.4273394149395,-17.24728565007459,-8.72863903790544,-0.035691663011642054,1.1202950393234472,-6.5927941996657875
20160310,5594.800018660283,-17.089143874860923,-9.024130157118911,-0.06535108547223559,1.3777469203134198,-6.44193138933858
20160311,5687.4912114234785,-16.76326125890334,-8.374405153694545,-0.05408434678397907,1.4136519170581896,-6.116742271604045
20160312,5889.15131021121,-16.869934847152006,-8.045456354780928,-0.025570073645709054,1.2589164291273844,-6.048608077369406
20160313,6012.609470424663,-16.547690043582048,-6.789316267263896,-0.06525569273864959,1.351538271499845,-5.9357360291770735
20160314,6084.708154094913,-15.772643806707435,-6.9231717124358205,-0.04562223277569846,1.5145562999101667,-5.447103353207976
20160315,6473.034632389415,-16.01377428746443,-7.426510218719107,-0.051894132082465703,1.4808655479798303,-5.955864679272939
20160316,6674.562071963994,-16.55047021912961,-6.32021455317275,-0.003906473276764016,1.3202019090663553,-5.9545489156548586
20160317,6522.35949623843,-15.55174563883633,-6.6892316120932795,-0.0016302421259668666,1.6544513070556124,-5.392042371230694
20160318,6889.127244572831,-14.886433726285054,-5.858478707412232,0.0060954566661946905,1.6734298621506762,-5.721335862962715
20160319,5720.70823845386,-14.358782645865391,-5.023825177043752,-0.012558118713378513,1.6522383373308789,-5.363798894221191
20160320,6669.320770726799,-15.516253336084276,-5.413951364561638,0.026755889430539748,1.8435574360848197,-5.072096447905894
20160321,6824.576639073662,-14.558568703744664,-4.719019120241359,-0.013897709301402649,1.8942605544023392,-4.6366543422288204
20160322,6199.93966098243,-14.54928028923244,-5.171129715841366,-0.03228763597245524,1.7513096289349053,-5.118983007036859
20160323,6329.368637779396,-14.331337867741983,-4.717921630128918,0.012332545470009509,1.5176053788534916,-4.700048706587067
20160324,6409.161128321232,-13.795337010901102,-3.8965838935749906,0.032911747205709184,1.5346541138958398,-4.569838636524017
20160325,6715.232046854816,-13.11362234387616,-4.028231789703963,0.04724198057714081,1.570671044241168,-5.033029527888859
20160326,6221.19794791009,-12.778187741490854,-4.307089876364169,0.09116652387774005,1.6717895837749528,-4.701983403799017
20160327,6156.469904188857,-13.614724448136442,-3.927058232024574,0.07883879361368155,1.6362116675198701,-3.954659548462206
20160328,5399.194597680015,-12.34789812542706,-3.368066459908905,0.0823509855646921,1.4618948889913164,-4.502430391749071
