DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20170101,7543.551199054574,-13.634031136787048,-9.191726220469196,0.20367728984740865,2.8800867841936895,1.3160625462331013,
20170102,5609.334178371324,-12.482212730094002,-7.7540364057204,0.2598237155377164,2.74494939662801,1.3360558126749777,
20170103,5521.038375784694,-6.462712651825151,-4.31220571044961,0.35270026178661534,2.803486121019506,1.7612029483831992,
20170104,6132.7006129872625,-8.419251279475302,-3.373458852353779,0.3613723525276818,3.94778031423775,1.357590318174976,
20170105,5674.252058702832,-9.427363900929908,-6.958132178020989,0.29266043009439996,3.424997610104359,1.7393025879489017,
20170106,5223.936103916729,-6.208487472205965,-4.689099203112497,0.4106829934328727,2.854456752273678,1.7022460508033317,
20170107,5546.281709328932,-10.974499635051766,-3.6463866054939693,0.27236863154398605,2.3849205628496284,1.9296701324102776,
20170108,6288.4016792989305,-10.580595365420214,-4.119521491511255,0.2754363973866908,2.9807796849888586,2.1116404483548297,
20170109,5924.717987140686,-10.926196869574245,-5.621265462424711,0.2861685963993155,3.2668005750347744,1.6441002345484688,
20170110,5621.698640603634,-12.229954914114437,-5.603868063079812,0.22989134462089758,3.845017195236505,1.3203168032623938,
20170111,6418.373426877824,-14.881730869539746,-10.57019957815847,0.22502188031303924,2.671911497770568,1.3227372928613024,
20170112,7515.101764600629,-15.738630120236476,-11.707009671859227,0.15185806557479103,2.462804332309098,1.3419395338930955,
20170113,6320.41960526735,-10.459558381647154,-5.516950291709766,0.25634315001152613,3.263373302237894,1.8186883619370002,
20170114,6221.220476350709,-12.783292792768645,-5.336481494271212,0.29014246502296526,2.465936502971786,1.3641090072367865,
20170115,6584.018406823925,-17.374232049048587,-9.0306243679748,0.18235606741750332,2.819095353298955,1.2546172362909815,
20170116,6342.371192501363,-11.657914300560476,-9.698908940659688,0.25913369520780183,3.488719758007706,1.3371947862377718,
20170117,7077.345832277337,-16.385183937601447,-7.711697828053825,0.18427466042926305,3.092767479899905,1.4552457919855963,
20170118,6262.707027055141,-7.517762917940387,-0.19517681082709332,0.48000951562181066,3.515374521199794,2.3465059131499255,
20170119,6634.658627670656,-7.995534950266382,-3.3954412534127747,0.2898123498627796,3.6584108946854488,2.841667297225187,
20170120,5070.925006100522,-15.048829122030275,-1.4594556601675113,0.301886793809768,2.7624910146653,1.600129469517262,
20170121,5157.931752785989,-10.490977108062761,-5.050219606873851,0.28811402367910727,2.8932259345015314,1.7177231854739479,
20170122,5510.852162133126,-4.042997542711431,-2.0414831911642732,0.42899485036318535,3.187860009886186,2.0010147402870118,
20170123,5561.6531163424825,-16.224662384100025,-7.115728756374,0.2547946143019229,2.9827579903410135,1.4145801182825308,
20170124,6217.936896881185,-15.288886295117885,-12.493088974272727,0.13963840093554636,3.558866014079216,1.8791017611352423,
20170125,8164.23749169592,-14.065458361692153,-7.08475284865788,0.228854876866951,3.477938092349473,1.9841624786505259,
20170126,7565.337462044245,-15.928735168534242,-8.998917853721629,0.2292180582967268,2.6855770215191686,1.2778556851994103,
20170127,7294.577297563486,-15.046485890525682,-9.866263933083262,0.20611428310306018,2.7428947783142354,1.273510860653237,
20170128,8697.38928471068,-18.798368092452375,-10.826851974252563,0.2112479771150231,3.177347838352476,1.3123061753728984,
20170129,7296.192061443965,-18.694406273189028,-7.079714036685281,0.18421411499723503,4.4430345853007704,1.603776993262512,
20170130,7295.880549295429,-7.796793990426276,-6.082885560506234,0.33654711724982056,3.0089502047482517,1.775963209678826,
20170131,5876.073244176664,-14.07891184698062,-3.6986518272579127,0.2682490643167652,2.247595799132646,1.556287508128574,
20170201,7170.67820735118,-9.124273497847213,-3.54811339819112,0.30137319550498015,2.810722485727718,2.0192028226976895,
20170202,6807.494310623016,-9.189263749418819,-3.961848414310545,0.32018971217692316,4.014146902450047,1.7159397934898277,
20170203,6264.46468904474,-10.21447709124347,-1.7902703951137753,0.3415685922604103,2.8312454862595025,1.6596071821098286,
20170204,6626.310583634115,-6.944577729395847,-5.818986151741852,0.39419952997997204,3.0823648795970233,1.5543883240178709,
20170205,7186.431943517155,-6.743527910070831,-2.3130858742038303,0.4114620027429451,4.9380592499179965,3.655994311471581,
20170206,5956.710746951136,-9.689263999904123,-1.58808995937393,0.393994952030279,3.89976837686398,3.184933462940376,
20170207,6222.11160616023,-9.701404876376612,-5.59906774707246,0.3529007750508286,3.592998748104992,1.188665959049078,
20170208,8805.03755965617,-9.01968341182721,-4.5825994160588905,0.36134636588871016,4.0111104671859685,1.2034739000376824,
20170209,8086.283378242197,-6.111052653046491,-1.9114966461516592,0.4502727748837597,4.429346785580039,1.516629547853836,
20170210,7222.190254280843,-7.687744319433404,-1.6885353316664566,0.3756995648691196,4.703734883140457,2.1380086616281178,
20170211,6129.561065378801,-6.456052061780497,-2.3966419867302045,0.4528758007025861,4.467759643667366,1.6060977684008773,
20170212,7402.393333258463,-5.310362357842395,-0.12256301131052033,0.4950699496613199,3.04804546064028,1.8112914404966785,
20170213,5885.4435218705075,-8.844636188777406,-0.6236557390271105,0.3912861453022483,3.831643096977576,1.4543268724092866,
20170214,5367.476676140901,-9.760434289635498,-3.6934200686799885,0.30127275682563087,2.705301096132584,1.2555187465817075,
20170215,7975.650594890664,-9.644683787965025,-1.825085478077083,0.34787087177290527,2.4549090294582316,1.3773397565698131,
20170216,6497.673524964652,-9.92217482701601,-4.51981067282608,0.3651036859033916,2.7845471373665114,1.418231217494635,
20170217,6857.3996194529755,-9.648280159018716,-2.5282178454387316,0.340381187210511,3.4102453628717244,1.4539262253677312,
20170218,8664.44800606792,-9.160799543755347,-3.3688982724768652,0.34864539311459714,3.6420427810982705,1.313296525544613,
20170219,9195.970620494245,-9.207703294911559,-5.450751574953826,0.3655018869444266,3.1197743885230214,1.3088609612795297,
20170220,9718.287453702444,-13.963089270364048,-6.97473657596586,0.27976099362923895,2.9317864478950204,1.3435054775433495,
20170221,9913.396000425779,-12.426199327064165,-3.7811577132424574,0.3375370601650493,2.764383017946171,1.3668327249770376,
20170222,8147.269075148981,-9.73858494786398,-1.3786011951945194,0.340288952773882,2.3361387839156604,1.3464265263661375,
20170223,8811.469148308097,-7.685726721174964,-0.642931363539385,0.4551009996727675,1.9109798719720863,1.4246736842388854,
20170224,8739.053743169534,-10.339360835098105,-0.8055392540930304,0.362103935212616,2.479337976022295,1.323037604481614,
20170225,10548.811015658783,-13.06562260502336,-3.22482742524423,0.31359203911835765,2.7080305551282455,1.2670001281486911,
20170226,12067.936584209863,-13.187678299390688,-2.4514984543265195,0.30416415931366886,2.183229968398794,1.2894665702100312,
20170227,10460.209856716869,-11.591597033208924,-0.6135129113946232,0.33019567643017167,2.1645662879640146,1.2858860171915827,
20170228,11328.252190675423,-11.270388579459892,-0.9727079342372986,0.40746788399660006,2.3927189574644068,1.2950320676209717,
20170301,11005.246988498475,-10.491382883710529,-0.9992662578542588,0.40614388082699465,3.5263679335421605,1.2866045899374194,
20170302,11043.426949903773,-5.415703386078771,0.07177848961065564,0.5103409057000985,3.6965176504026305,1.3280947850830331,
20170303,8725.27438363283,-4.313999624690203,-0.958283033171875,0.5212385468373048,4.442430082977202,1.4058039680834904,
20170304,10659.293598919317,-10.01710542101885,-1.032243370902542,0.4467854114854085,3.4004313322190747,1.5004612708854825,
20170305,11393.815093748739,-9.448898919831018,0.1969256519266836,0.44645040231212324,3.486826987857192,2.088644931026066,
20170306,9873.736749668242,-7.637126794198592,-0.4231598010447229,0.4407577249810521,3.7830375288264975,2.176717518165997,
20170307,14090.808337423554,-13.968355552567578,-5.8563295416006165,0.36348493336491894,2.951487198495278,1.3242511429885715,
20170308,12828.781503976415,-7.626905955182968,2.6387531942013838,0.4789754193052389,3.921498543990217,1.2315877966725286,
