DAY,IRRD,TMIN,TMAX,VAP,WIND,RAIN
20160101,2837.9970703125,-9.351236343383789,-4.008735656738281,0.3792852461338043,3.9312686920166016,1.6642245054244995
20160102,2801.53515625,-9.419212341308594,-3.957164764404297,0.3844723105430603,4.040579795837402,1.813269019126892
20160103,2756.250244140625,-9.698476791381836,-4.128898620605469,0.3822048604488373,4.08185338973999,1.9354729652404785
20160104,2672.7109375,-10.016777038574219,-4.578468322753906,0.3794700801372528,4.103493690490723,1.9444084167480469
20160105,2621.47705078125,-10.447154998779297,-4.852149963378906,0.369478702545166,4.048543453216553,1.853181004524231
20160106,3011.115478515625,-10.744373321533203,-5.023889541625977,0.35736972093582153,3.993626117706299,1.597800850868225
20160107,3165.137939453125,-10.722883224487305,-5.210836410522461,0.3550647497177124,4.001756191253662,1.818789005279541
20160108,3192.54296875,-10.853116989135742,-5.154600143432617,0.35624557733535767,4.012445449829102,1.6982234716415405
20160109,3168.6787109375,-10.93516731262207,-5.113048553466797,0.3603837490081787,4.120128631591797,1.8437210321426392
20160110,3136.096923828125,-11.223642349243164,-5.290918350219727,0.3571236729621887,4.159267425537109,1.9616292715072632
20160111,3065.441650390625,-11.545875549316406,-5.742328643798828,0.35347211360931396,4.178238868713379,1.9655275344848633
20160112,3027.360107421875,-11.974504470825195,-6.013160705566406,0.34265998005867004,4.12006950378418,1.8685373067855835
20160113,3430.50390625,-12.26392936706543,-6.177036285400391,0.32984405755996704,4.061367034912109,1.6066926717758179
20160114,3598.462890625,-12.228271484375,-6.350772857666016,0.326964408159256,4.065143585205078,1.820546269416809
20160115,3640.324462890625,-12.33769416809082,-6.275724411010742,0.3277193307876587,4.070911407470703,1.6922155618667603
20160116,3631.517822265625,-12.392066955566406,-6.2095184326171875,0.33159539103507996,4.173114776611328,1.82936429977417
20160117,3614.664306640625,-12.645822525024414,-6.356716156005859,0.3282508850097656,4.206231594085693,1.93839430809021
20160118,3560.48291015625,-12.926168441772461,-6.771305084228516,0.32470443844795227,4.218664169311523,1.9329463243484497
20160119,3539.68359375,-13.305686950683594,-6.999095916748047,0.31419700384140015,4.153467178344727,1.8262088298797607
20160120,3960.975830078125,-13.538759231567383,-7.113656997680664,0.3018937110900879,4.087289810180664,1.5542888641357422
20160121,4147.9951171875,-13.439586639404297,-7.231855392456055,0.29974043369293213,4.083186149597168,1.7578169107437134
20160122,4209.86767578125,-13.478435516357422,-7.095109939575195,0.3014390766620636,4.080720901489258,1.6189931631088257
20160123,4222.0498046875,-13.455339431762695,-6.961183547973633,0.3064781129360199,4.174394607543945,1.7455674409866333
20160124,4227.177734375,-13.624992370605469,-7.034826278686523,0.3045145571231842,4.198746204376221,1.8440309762954712
20160125,4195.97119140625,-13.814884185791016,-7.370256423950195,0.3025643527507782,4.202245712280273,1.828114628791809
20160126,4199.1318359375,-14.097938537597656,-7.513574600219727,0.29386261105537415,4.128019332885742,1.7111005783081055
20160127,4645.3369140625,-14.228973388671875,-7.538686752319336,0.28356730937957764,4.052787780761719,1.4291877746582031
20160128,4858.19287109375,-14.022613525390625,-7.562841415405273,0.2836134731769562,4.0396833419799805,1.6230995655059814
20160129,4946.765625,-13.949655532836914,-7.327877044677734,0.2876919209957123,4.028348445892334,1.4751272201538086
20160130,4986.443359375,-13.810680389404297,-7.09202766418457,0.2952761650085449,4.113362789154053,1.5931090116500854
20160131,5019.78076171875,-13.860963821411133,-7.060543060302734,0.2960076630115509,4.129344463348389,1.6836228370666504
20160201,5017.3984375,-13.92863655090332,-7.28816032409668,0.29688432812690735,4.124841690063477,1.6604809761047363
20160202,5049.88525390625,-14.0872802734375,-7.32154655456543,0.2911221385002136,4.043058395385742,1.5370430946350098
20160203,5525.796875,-14.09237289428711,-7.235197067260742,0.2838577628135681,3.9607887268066406,1.2495801448822021
20160204,5768.59912109375,-13.759269714355469,-7.146934509277344,0.287005215883255,3.941235303878784,1.4388811588287354
20160205,5887.2041015625,-13.559457778930664,-6.799222946166992,0.2942314147949219,3.9241082668304443,1.2872960567474365
