DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20170101,2350.0,-9.028333333333334,-4.931666666666667,0.3427525081865514,3.0500000000000003,1.0666666666666667,
20170102,2476.6666666666665,-8.458333333333334,-4.331666666666666,0.36912005385080965,4.1033333333333335,0.6,
20170103,2600.0,-9.313333333333334,-4.325,0.36017399086947915,3.5849999999999995,2.0533333333333332,
20170104,2105.0,-8.416666666666666,-4.838333333333334,0.3747098988357804,3.99,1.0066666666666666,
20170105,2458.3333333333335,-9.571666666666667,-4.376666666666666,0.370463247448708,3.1833333333333336,1.7716666666666667,
20170106,2516.6666666666665,-11.746666666666668,-6.22,0.3465528866727818,3.4966666666666666,2.92,
20170107,3176.6666666666665,-13.79,-7.741666666666667,0.31958878581647593,2.9633333333333334,1.7933333333333337,
20170108,2480.0,-11.708333333333334,-5.8500000000000005,0.3486592387439233,4.026666666666666,5.346666666666667,
20170109,2211.6666666666665,-9.805,-4.381666666666667,0.36415616460065187,4.693333333333333,3.7716666666666665,
20170110,2980.0,-11.178333333333333,-6.3,0.3314256476376672,3.2983333333333333,2.138333333333333,
20170111,2710.0,-10.825000000000001,-5.213333333333334,0.3589694702643933,4.345,1.6716666666666666,
20170112,2666.6666666666665,-9.601666666666667,-2.348333333333333,0.3874688101689781,4.556666666666667,3.0700000000000007,
20170113,2446.6666666666665,-10.25,-2.095,0.40312534929499594,4.681666666666667,1.836666666666667,
20170114,3098.3333333333335,-11.446666666666667,-4.555,0.332167848515493,2.975,0.49333333333333335,
20170115,3533.3333333333335,-13.251666666666665,-5.468333333333334,0.2862042056855279,2.725,0.6816666666666666,
20170116,3640.0,-11.82,-3.3683333333333336,0.3569391630326069,3.47,3.296666666666667,
20170117,3511.6666666666665,-12.711666666666666,-6.118333333333333,0.28196058838547255,3.03,1.4383333333333332,
20170118,3061.6666666666665,-12.703333333333333,-6.476666666666667,0.30486688546463503,3.6566666666666663,5.406666666666666,
20170119,4141.666666666667,-14.318333333333333,-6.858333333333333,0.29315840509878704,2.8033333333333332,2.4066666666666667,
20170120,3660.0,-14.44,-7.543333333333333,0.28786243746687323,4.223333333333334,1.5483333333333331,
20170121,3830.0,-14.386666666666665,-8.403333333333334,0.25612808312454516,4.455,1.9716666666666667,
20170122,3495.0,-15.094999999999999,-9.959999999999999,0.22390095006452246,4.796666666666667,1.8366666666666667,
20170123,3871.6666666666665,-15.011666666666668,-10.231666666666667,0.2187354554895621,4.428333333333334,1.8933333333333335,
20170124,5120.0,-18.166666666666668,-12.270000000000001,0.18013599429889302,4.011666666666667,0.7216666666666667,
20170125,5025.0,-20.855,-12.386666666666668,0.1613893243312366,3.36,0.17500000000000002,
20170126,5778.333333333333,-21.53,-12.983333333333334,0.15480475979772554,2.9983333333333335,0.51,
20170127,5393.333333333333,-18.06,-10.603333333333333,0.2039281873073612,4.363333333333333,1.9000000000000001,
20170128,4958.333333333333,-15.546666666666667,-7.97,0.2637724028205539,3.901666666666667,1.1066666666666667,
